Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
Y4W8,54.68219458,Calvin Klein,Swimwear,Good,3.734664211,495,Glamorous,"M, L, XL",L,Red,Negligible,21,Fashionista,Song of Style,Spring,Weekend,Neutral,Unknown,Mixed
R4S1,29.27854955,Calvin Klein,Dresses,Good,2.980920728,418,Casual,"M, L, XL",XL,Green,Negligible,43,Fashionista,Negin Mirsalehi,Fall/Winter,Holiday,Mixed,Unknown,Negative
H0R7,34.56524329,Ralph Lauren,Tops,Worst,4.86704487,222,Streetwear,"M, L, XL",L,Green,High,32,InStyle,Kendall Jenner,Summer,Daytime,Unknown,Other,Unknown
D7U6,80.28491467,Calvin Klein,Tops,Very Bad,2.597530637,254,Casual,"S, M, L",M,Green,Above Average,44,Grazia,Leandra Medine,Spring/Summer,Nighttime,Negative,Positive,Mixed
W7W7,27.46074189,Mulberry,Tops,Very Good,1.934938796,30,Minimalist,"M, L, XL",M,Black,Average,36,Grazia,Camila Coelho,Summer,Daytime,Neutral,Mixed,Negative
X6X4,70.94149159,Ralph Lauren,Accessories,Worst,4.207560397,96,Glamorous,"S, L, XL",S,Green,Low,29,W,Chiara Ferragni,Fall/Winter,Nighttime,Positive,Other,Other
Q0Y3,82.20892442,Calvin Klein,Lingerie,Worst,1.675909782,378,Streetwear,"M, L, XL",L,Black,Low,42,Fashionista,Gigi Hadid,Summer,Weekend,Positive,Unknown,Unknown
U4E4,86.55405381,Burberry,Lingerie,Not Good,2.662260779,312,Glamorous,"M, L, XL",XL,Black,Very Low,48,InStyle,Leandra Medine,Fall,Holiday,Negative,Mixed,Negative
S4C8,70.71141532,Mulberry,Footwear,Worst,3.199859834,304,Preppy,"S, M, L",XL,Black,Low,52,InStyle,Camila Coelho,Spring/Summer,Daytime,Neutral,Unknown,Positive
A5Y6,56.54242755,Ted Baker,Outerwear,Worst,3.661024319,65,Glamorous,"M, L, XL",S,Blue,Low,22,Vogue,Olivia Palermo,Spring,Evening,Neutral,Mixed,Neutral
A0P9,57.40401697,Ralph Lauren,Footwear,Worst,3.7065614,397,Edgy,"S, L, XL",S,Blue,Very Low,37,Fashionista,Olivia Palermo,Fall,Weekend,Neutral,Positive,Mixed
M5H9,51.7321627,Burberry,Lingerie,Very Bad,4.488008752,490,Casual,"S, M, L",M,Red,Below Average,53,Grazia,Kendall Jenner,Spring,Holiday,Neutral,Positive,Unknown
V9T3,28.42837382,Burberry,Outerwear,Best,2.937023774,126,Minimalist,"S, M, L",S,Red,Significant,53,Glamour,Leandra Medine,Summer,Evening,Negative,Unknown,Unknown
H9H0,35.96853023,Mulberry,Jewelry,Bad,3.784140344,95,Minimalist,"M, L, XL",S,Blue,Significant,57,InStyle,Kendall Jenner,Spring,Nighttime,Unknown,Negative,Positive
M3R9,71.20327987,Ralph Lauren,Accessories,Very Bad,2.444544981,331,Casual,"S, M, L",S,Blue,Above Average,36,Vogue,Olivia Palermo,Fall,Evening,Unknown,Unknown,Other
K2Z2,50.20409527,Burberry,Swimwear,Not Good,2.301637598,292,Sporty,"M, L, XL",XL,Black,Below Average,30,Cosmopolitan,Chiara Ferragni,Fall/Winter,Evening,Unknown,Mixed,Negative
Z4O4,58.27700121,Alexander McQueen,Lingerie,Best,1.001941351,252,Edgy,"S, L, XL",S,Red,Below Average,35,Marie Claire,Negin Mirsalehi,Fall,Nighttime,Neutral,Neutral,Unknown
J9D8,84.65033278,Ralph Lauren,Bottoms,Worst,2.34706226,316,Glamorous,"M, L, XL",S,Blue,Low,27,Marie Claire,Aimee Song,Winter,Holiday,Mixed,Positive,Neutral
V1S5,50.4040861,Jigsaw,Tops,Bad,4.409786197,291,Sporty,"S, L, XL",S,Black,Medium,46,Elle,Negin Mirsalehi,Fall/Winter,Holiday,Mixed,Mixed,Unknown
Q6X7,40.79793927,Ralph Lauren,Activewear,Best,4.993793774,382,Edgy,"S, M, L",M,Blue,Below Average,53,Marie Claire,Gigi Hadid,Fall,Daytime,Mixed,Unknown,Unknown
E8K2,89.06155716,Alexander McQueen,Jewelry,Bad,2.230757817,238,Edgy,"S, L, XL",L,Red,Medium,52,Harper's Bazaar,Kendall Jenner,Fall,Weekend,Positive,Unknown,Unknown
J2E9,54.40325863,Tommy Hilfiger,Bottoms,Bad,1.404180082,217,Casual,"S, M, L",S,Red,Average,33,Elle,Olivia Palermo,Summer,Holiday,Positive,Positive,Other
Y8G7,58.01859869,Ted Baker,Activewear,Bad,3.969026335,201,Streetwear,"S, M, L",M,Red,Low,57,Glamour,Camila Coelho,Spring/Summer,Daytime,Mixed,Negative,Unknown
W6M9,16.49142714,Burberry,Lingerie,Bad,4.470495964,162,Edgy,"M, L, XL",L,Blue,Medium,50,W,Gigi Hadid,Spring,Holiday,Mixed,Other,Positive
J5E8,86.56041393,Ted Baker,Outerwear,Very Bad,3.700113658,208,Formal,"S, M, L",S,Blue,Below Average,44,Vogue,Chiara Ferragni,Fall,Evening,Positive,Mixed,Mixed
Q9L1,11.7008425,Ted Baker,Bottoms,Very Good,4.588986708,441,Streetwear,"S, L, XL",M,Black,Very High,61,Marie Claire,Kendall Jenner,Winter,Nighttime,Neutral,Other,Other
S2S3,23.41473153,Jigsaw,Lingerie,Very Good,1.7682881,207,Glamorous,"S, L, XL",S,Red,Very High,31,Elle,Kendall Jenner,Fall/Winter,Daytime,Positive,Negative,Neutral
T2P5,19.25309937,Alexander McQueen,Outerwear,Very Good,1.128994707,214,Formal,"S, M, L",L,Blue,Significant,32,Marie Claire,Kendall Jenner,Spring/Summer,Evening,Mixed,Neutral,Neutral
M3G5,98.16546489,Ted Baker,Swimwear,Not Good,3.443401411,219,Casual,"S, L, XL",L,Black,Below Average,60,Marie Claire,Olivia Palermo,Spring/Summer,Evening,Unknown,Neutral,Mixed
H1F1,46.90454603,Calvin Klein,Lingerie,Very Good,2.244734555,233,Edgy,"S, M, L",XL,Blue,Low,45,InStyle,Olivia Palermo,Fall,Daytime,Negative,Unknown,Unknown
J1V6,78.43236568,Tommy Hilfiger,Activewear,Good,4.145711636,147,Bohemian,"S, M, L",XL,Green,Average,31,Cosmopolitan,Negin Mirsalehi,Summer,Daytime,Unknown,Positive,Mixed
F7S3,54.43061985,Ralph Lauren,Dresses,Bad,2.276207248,113,Glamorous,"S, L, XL",S,Green,Very High,35,Marie Claire,Kendall Jenner,Summer,Weekend,Mixed,Neutral,Other
G9R6,42.81847477,Calvin Klein,Accessories,Bad,4.09453623,359,Sporty,"S, L, XL",XL,Red,Very High,26,Harper's Bazaar,Gigi Hadid,Spring/Summer,Nighttime,Unknown,Other,Mixed
A1I6,99.09512742,Ralph Lauren,Jewelry,Not Good,3.755048501,228,Formal,"S, L, XL",L,Black,Very High,62,InStyle,Chiara Ferragni,Winter,Evening,Negative,Neutral,Unknown
W8V5,25.97100824,Mulberry,Lingerie,Very Bad,4.161952951,446,Glamorous,"M, L, XL",L,Red,Very High,20,W,Camila Coelho,Winter,Weekend,Positive,Mixed,Negative
H1Y6,55.59030767,Alexander McQueen,Outerwear,Very Bad,4.095888427,138,Casual,"S, M, L",M,Black,Low,34,Marie Claire,Song of Style,Fall/Winter,Evening,Mixed,Positive,Other
E1H5,84.20564756,Tommy Hilfiger,Activewear,Bad,1.962434497,108,Edgy,"M, L, XL",XL,Green,Average,24,Elle,Gigi Hadid,Summer,Nighttime,Negative,Positive,Positive
D2B3,31.84636869,Calvin Klein,Bottoms,Bad,3.59937615,136,Edgy,"M, L, XL",M,Black,Significant,55,Glamour,Olivia Palermo,Spring,Holiday,Mixed,Negative,Other
Y5F7,22.13138935,Burberry,Activewear,Bad,3.304652382,150,Sporty,"S, L, XL",XL,Blue,Below Average,23,Harper's Bazaar,Camila Coelho,Spring/Summer,Nighttime,Negative,Positive,Neutral
A3X7,24.16136211,Mulberry,Outerwear,Very Good,3.559053001,192,Bohemian,"M, L, XL",M,Red,Below Average,36,Elle,Camila Coelho,Spring/Summer,Evening,Positive,Neutral,Other
N7P1,89.13653168,Jigsaw,Lingerie,Not Good,1.974272449,426,Casual,"S, M, L",M,Red,Below Average,59,W,Gigi Hadid,Summer,Evening,Unknown,Unknown,Unknown
E5O4,98.22246616,Burberry,Swimwear,Not Good,1.793219244,367,Casual,"S, L, XL",M,Blue,Very High,40,W,Camila Coelho,Winter,Weekend,Mixed,Negative,Negative
R5V4,74.35224786,Ralph Lauren,Lingerie,Very Bad,3.017998124,2,Bohemian,"S, L, XL",L,Red,Negligible,22,Glamour,Julie Sariñana,Winter,Nighttime,Negative,Neutral,Mixed
E1Z2,27.1701613,Ted Baker,Footwear,Very Good,2.884871588,368,Streetwear,"M, L, XL",XL,Blue,Below Average,39,Harper's Bazaar,Song of Style,Fall/Winter,Holiday,Neutral,Other,Negative
G5U8,55.36236992,Alexander McQueen,Lingerie,Worst,3.785267033,171,Casual,"S, M, L",M,Black,Negligible,43,Fashionista,Gigi Hadid,Summer,Holiday,Neutral,Neutral,Positive
A9C5,13.41846523,Burberry,Accessories,Very Good,4.093132744,286,Sporty,"M, L, XL",XL,Blue,Low,51,Elle,Negin Mirsalehi,Spring,Holiday,Neutral,Negative,Positive
M3K0,47.6107553,Mulberry,Activewear,Very Good,3.535462427,214,Casual,"M, L, XL",L,Green,Negligible,42,Grazia,Julie Sariñana,Winter,Holiday,Unknown,Neutral,Negative
L6F3,31.38778664,Alexander McQueen,Jewelry,Very Bad,2.611704319,453,Sporty,"M, L, XL",L,Red,Low,37,W,Leandra Medine,Fall,Evening,Neutral,Other,Positive
B8G8,49.05047659,Jigsaw,Footwear,Best,1.047178392,14,Minimalist,"S, M, L",L,Green,Negligible,46,Grazia,Julie Sariñana,Summer,Holiday,Mixed,Neutral,Unknown
I6X1,22.62191588,Jigsaw,Footwear,Very Good,1.455063581,268,Vintage,"M, L, XL",XL,Red,Below Average,42,Vogue,Kendall Jenner,Winter,Daytime,Mixed,Other,Other
Q6I8,68.83795187,Mulberry,Outerwear,Very Good,1.233111919,168,Vintage,"S, M, L",M,Red,Very Low,50,Vogue,Olivia Palermo,Summer,Nighttime,Mixed,Neutral,Neutral
X6J7,97.45656368,Burberry,Accessories,Not Good,3.649188482,361,Streetwear,"S, M, L",M,Red,Very High,47,Glamour,Kendall Jenner,Spring,Nighttime,Negative,Unknown,Mixed
Q6S1,28.99641465,Jigsaw,Footwear,Not Good,3.933551005,336,Sporty,"S, L, XL",L,Red,Medium,62,InStyle,Aimee Song,Fall,Nighttime,Negative,Other,Unknown
Y6K3,26.08103275,Burberry,Footwear,Very Bad,1.40657699,436,Edgy,"S, L, XL",XL,Black,Below Average,40,Fashionista,Chiara Ferragni,Winter,Nighttime,Mixed,Neutral,Other
Z3W1,36.84016489,Burberry,Dresses,Very Good,3.790000754,56,Formal,"S, L, XL",S,Black,Negligible,38,W,Chiara Ferragni,Spring,Evening,Negative,Unknown,Unknown
M9V6,98.32841096,Mulberry,Footwear,Best,3.933358242,171,Sporty,"S, L, XL",M,Red,Low,26,Glamour,Negin Mirsalehi,Winter,Nighttime,Negative,Negative,Neutral
A3A1,89.79609424,Burberry,Bottoms,Very Good,2.054622502,442,Minimalist,"M, L, XL",L,Blue,Very Low,38,Vogue,Chiara Ferragni,Summer,Daytime,Positive,Other,Other
D0F3,73.67438481,Burberry,Activewear,Worst,4.293348733,78,Bohemian,"S, M, L",M,Blue,Very Low,59,Cosmopolitan,Julie Sariñana,Fall,Evening,Positive,Neutral,Mixed
R4R9,48.34348224,Ralph Lauren,Tops,Very Good,4.455652456,151,Minimalist,"S, L, XL",XL,Blue,Low,29,W,Chiara Ferragni,Spring,Holiday,Positive,Positive,Negative
F9Y6,77.6596845,Calvin Klein,Swimwear,Very Bad,1.647418901,130,Casual,"M, L, XL",L,Black,Average,49,Vogue,Negin Mirsalehi,Fall,Nighttime,Positive,Neutral,Other
U8Z5,17.2279138,Ralph Lauren,Accessories,Best,1.364803055,254,Edgy,"S, L, XL",L,Red,Average,64,Grazia,Song of Style,Spring/Summer,Evening,Negative,Unknown,Positive
N5Z3,67.7515054,Tommy Hilfiger,Swimwear,Not Good,3.966227016,147,Bohemian,"S, M, L",XL,Black,Very Low,44,Marie Claire,Camila Coelho,Winter,Evening,Mixed,Negative,Neutral
U8H0,40.03784558,Calvin Klein,Footwear,Good,1.479637918,417,Formal,"S, M, L",M,Blue,Medium,24,Marie Claire,Gigi Hadid,Fall/Winter,Nighttime,Neutral,Other,Other
X0R9,48.65363916,Calvin Klein,Tops,Worst,3.690596208,87,Sporty,"S, L, XL",L,Blue,Negligible,52,Cosmopolitan,Camila Coelho,Spring,Weekend,Neutral,Mixed,Other
R7J0,45.19090507,Ralph Lauren,Accessories,Worst,1.888548764,129,Bohemian,"M, L, XL",L,Green,Negligible,24,W,Song of Style,Fall,Daytime,Unknown,Unknown,Unknown
A0F7,17.28280381,Jigsaw,Outerwear,Good,3.638073379,264,Minimalist,"S, M, L",L,Blue,Very High,42,Glamour,Song of Style,Spring,Evening,Negative,Other,Positive
W6G3,72.71810485,Burberry,Lingerie,Best,1.635833253,367,Bohemian,"S, M, L",S,Blue,Negligible,32,Fashionista,Aimee Song,Spring/Summer,Nighttime,Mixed,Neutral,Unknown
H1B2,19.4432451,Mulberry,Bottoms,Good,2.905284605,387,Preppy,"M, L, XL",S,Blue,Above Average,42,Fashionista,Leandra Medine,Spring,Weekend,Mixed,Neutral,Unknown
N3N5,47.38315088,Ralph Lauren,Accessories,Very Good,4.149287813,246,Edgy,"M, L, XL",L,Blue,Very High,56,InStyle,Aimee Song,Spring/Summer,Nighttime,Neutral,Other,Neutral
W6N5,37.323252,Jigsaw,Swimwear,Good,2.391410894,164,Bohemian,"S, L, XL",S,Black,Medium,59,Glamour,Olivia Palermo,Spring/Summer,Weekend,Negative,Positive,Other
Y7L7,83.6555739,Alexander McQueen,Bottoms,Not Good,2.228463222,452,Preppy,"M, L, XL",S,Green,Very High,41,Fashionista,Kendall Jenner,Spring,Daytime,Neutral,Neutral,Positive
F6X1,35.95980416,Alexander McQueen,Lingerie,Good,3.806169658,211,Bohemian,"S, M, L",S,Red,Significant,40,Glamour,Gigi Hadid,Summer,Nighttime,Mixed,Mixed,Unknown
K5V4,22.42963309,Burberry,Footwear,Bad,2.303348489,253,Minimalist,"M, L, XL",XL,Red,Medium,49,Glamour,Gigi Hadid,Spring/Summer,Holiday,Neutral,Negative,Unknown
P6Y4,79.73597309,Calvin Klein,Swimwear,Not Good,4.363920474,35,Preppy,"M, L, XL",M,Green,Significant,36,W,Aimee Song,Summer,Weekend,Negative,Neutral,Negative
C4C9,16.09879591,Alexander McQueen,Lingerie,Best,3.606151665,356,Edgy,"S, L, XL",S,Blue,Significant,28,Glamour,Gigi Hadid,Winter,Nighttime,Neutral,Mixed,Unknown
N6R3,13.2728098,Jigsaw,Footwear,Worst,2.854344526,51,Edgy,"S, M, L",M,Green,Below Average,33,Elle,Chiara Ferragni,Fall,Evening,Negative,Unknown,Other
J3R8,16.76597567,Ralph Lauren,Accessories,Good,2.734310798,377,Casual,"M, L, XL",S,Red,Very Low,18,Marie Claire,Julie Sariñana,Spring/Summer,Daytime,Neutral,Positive,Negative
L8U8,67.33019215,Mulberry,Accessories,Very Good,1.404077885,243,Preppy,"S, L, XL",L,Black,High,35,Vogue,Camila Coelho,Fall,Weekend,Mixed,Negative,Neutral
I6R5,42.25176986,Jigsaw,Dresses,Worst,3.968708526,271,Streetwear,"S, M, L",XL,Red,Below Average,63,Elle,Camila Coelho,Spring,Holiday,Negative,Negative,Positive
M6C0,21.2394489,Alexander McQueen,Bottoms,Very Bad,4.371967685,159,Minimalist,"S, L, XL",XL,Blue,Negligible,29,Grazia,Gigi Hadid,Winter,Daytime,Negative,Neutral,Positive
O9X9,10.01924125,Tommy Hilfiger,Accessories,Best,4.43196606,137,Streetwear,"S, L, XL",XL,Blue,Below Average,32,W,Song of Style,Fall,Weekend,Mixed,Other,Positive
M9E2,89.56596418,Mulberry,Footwear,Very Bad,2.959358538,42,Vintage,"S, M, L",L,Blue,Above Average,44,Cosmopolitan,Camila Coelho,Fall/Winter,Weekend,Negative,Positive,Neutral
N8T5,72.630017,Calvin Klein,Dresses,Good,2.963858054,492,Bohemian,"S, L, XL",M,Green,Medium,61,Vogue,Gigi Hadid,Fall,Nighttime,Positive,Negative,Other
U6J6,78.94153922,Ted Baker,Accessories,Worst,4.907274449,181,Sporty,"S, M, L",L,Green,Negligible,22,Vogue,Negin Mirsalehi,Fall,Daytime,Mixed,Neutral,Unknown
K3O0,38.98325165,Ted Baker,Swimwear,Good,1.680344977,413,Bohemian,"S, L, XL",L,Red,Medium,52,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Unknown,Negative,Negative
X4V5,79.58979017,Jigsaw,Activewear,Very Bad,4.01293527,424,Formal,"M, L, XL",L,Black,Medium,52,Glamour,Leandra Medine,Spring/Summer,Holiday,Unknown,Unknown,Other
P5I8,96.62274948,Jigsaw,Footwear,Good,1.248646326,486,Sporty,"S, L, XL",XL,Green,Above Average,28,W,Chiara Ferragni,Fall,Weekend,Mixed,Negative,Negative
E5E8,19.23404104,Mulberry,Dresses,Not Good,3.541744842,307,Bohemian,"S, M, L",S,Blue,Negligible,39,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Unknown,Unknown,Negative
J6X4,52.98866292,Calvin Klein,Tops,Very Bad,4.584536117,473,Glamorous,"S, L, XL",L,Blue,Very High,61,Grazia,Leandra Medine,Fall/Winter,Daytime,Positive,Mixed,Positive
B6D4,13.12991514,Ralph Lauren,Tops,Very Good,2.604024181,27,Vintage,"M, L, XL",S,Green,Low,60,Glamour,Camila Coelho,Fall,Nighttime,Unknown,Positive,Unknown
S0R9,74.92120597,Mulberry,Activewear,Good,2.234510806,272,Casual,"S, M, L",L,Green,Significant,55,InStyle,Kendall Jenner,Winter,Daytime,Unknown,Unknown,Other
B9A9,76.8793587,Tommy Hilfiger,Jewelry,Best,4.275444237,125,Bohemian,"S, L, XL",M,Black,Above Average,27,Marie Claire,Leandra Medine,Winter,Daytime,Negative,Neutral,Negative
V8D0,68.45733838,Ted Baker,Swimwear,Very Bad,4.92733863,268,Streetwear,"M, L, XL",L,Green,Significant,27,Vogue,Camila Coelho,Spring,Holiday,Unknown,Positive,Other
Q1R1,81.32320076,Mulberry,Footwear,Very Good,1.530725642,284,Glamorous,"S, M, L",L,Green,Below Average,54,Cosmopolitan,Camila Coelho,Spring/Summer,Weekend,Mixed,Positive,Unknown
M3R1,21.6767476,Jigsaw,Swimwear,Bad,4.396384176,122,Preppy,"S, M, L",M,Blue,Below Average,53,Marie Claire,Olivia Palermo,Fall,Holiday,Unknown,Neutral,Positive
E4I8,26.23054596,Alexander McQueen,Bottoms,Worst,3.113281386,346,Formal,"S, M, L",XL,Green,High,54,Fashionista,Gigi Hadid,Winter,Nighttime,Mixed,Neutral,Negative
A9V1,87.04817175,Ted Baker,Bottoms,Best,4.497057334,311,Minimalist,"S, L, XL",XL,Red,Negligible,61,Harper's Bazaar,Kendall Jenner,Spring/Summer,Holiday,Positive,Positive,Other
H5Y3,18.34592169,Ted Baker,Lingerie,Bad,4.959366035,298,Edgy,"S, M, L",M,Green,Average,29,Harper's Bazaar,Kendall Jenner,Spring/Summer,Holiday,Mixed,Other,Mixed
W1O2,21.03372966,Tommy Hilfiger,Jewelry,Not Good,3.069042969,265,Casual,"M, L, XL",XL,Black,Medium,42,Fashionista,Julie Sariñana,Fall/Winter,Evening,Mixed,Positive,Negative
B4Z5,15.10120418,Tommy Hilfiger,Footwear,Bad,4.250918353,308,Streetwear,"S, L, XL",L,Green,Significant,46,Glamour,Aimee Song,Fall,Evening,Negative,Unknown,Unknown
I6H9,48.8570149,Mulberry,Swimwear,Not Good,1.929883782,145,Vintage,"S, L, XL",S,Red,Low,55,Elle,Gigi Hadid,Fall/Winter,Nighttime,Mixed,Neutral,Other
U0K7,48.00520738,Burberry,Activewear,Worst,2.872093142,223,Edgy,"S, M, L",L,Green,Average,52,Cosmopolitan,Olivia Palermo,Spring/Summer,Holiday,Neutral,Neutral,Unknown
T0O3,24.46371249,Ted Baker,Outerwear,Not Good,4.148659352,424,Sporty,"S, L, XL",S,Black,Significant,42,W,Leandra Medine,Winter,Evening,Negative,Unknown,Unknown
D1R5,30.34956354,Ralph Lauren,Accessories,Worst,1.607664985,442,Minimalist,"S, L, XL",XL,Blue,Negligible,41,W,Song of Style,Winter,Evening,Mixed,Positive,Neutral
E2X1,24.80453123,Jigsaw,Outerwear,Bad,2.11370065,298,Vintage,"S, M, L",XL,Black,Above Average,30,Marie Claire,Julie Sariñana,Fall/Winter,Weekend,Unknown,Positive,Mixed
N0M5,60.86845162,Alexander McQueen,Footwear,Very Bad,3.339773459,404,Casual,"M, L, XL",L,Green,Below Average,27,Marie Claire,Kendall Jenner,Summer,Holiday,Neutral,Positive,Positive
W1G7,63.97872174,Tommy Hilfiger,Bottoms,Very Good,1.952038685,47,Sporty,"S, L, XL",M,Blue,Very High,51,Marie Claire,Chiara Ferragni,Winter,Daytime,Mixed,Other,Negative
K1V2,84.2361984,Alexander McQueen,Jewelry,Not Good,2.592162547,305,Edgy,"S, M, L",L,Blue,High,61,Elle,Camila Coelho,Fall,Nighttime,Neutral,Unknown,Neutral
D9D7,54.79685688,Alexander McQueen,Activewear,Worst,4.596705709,426,Sporty,"M, L, XL",M,Black,Above Average,21,Harper's Bazaar,Kendall Jenner,Fall/Winter,Weekend,Negative,Negative,Positive
G2M4,70.91804896,Burberry,Activewear,Not Good,1.909322298,29,Vintage,"S, L, XL",L,Green,Very Low,40,InStyle,Song of Style,Winter,Weekend,Neutral,Other,Positive
Y9Z2,59.3074637,Ted Baker,Activewear,Good,3.59130888,349,Bohemian,"S, L, XL",L,Black,Medium,64,W,Leandra Medine,Fall/Winter,Holiday,Neutral,Positive,Negative
F6H3,98.43699691,Mulberry,Dresses,Not Good,4.921405808,447,Glamorous,"S, L, XL",L,Green,Average,61,Cosmopolitan,Leandra Medine,Spring,Weekend,Unknown,Unknown,Neutral
F4X2,60.92505944,Mulberry,Lingerie,Very Good,2.14769716,264,Glamorous,"S, L, XL",XL,Green,Very High,53,Fashionista,Kendall Jenner,Spring/Summer,Daytime,Neutral,Negative,Unknown
D3R7,37.74728235,Mulberry,Tops,Worst,4.173020901,449,Bohemian,"S, M, L",S,Red,Below Average,50,Cosmopolitan,Kendall Jenner,Spring,Nighttime,Mixed,Negative,Mixed
N2E4,59.86056864,Ralph Lauren,Swimwear,Very Bad,2.040612527,215,Bohemian,"M, L, XL",L,Green,Medium,24,Fashionista,Aimee Song,Winter,Weekend,Neutral,Unknown,Other
B0F3,68.4693135,Tommy Hilfiger,Lingerie,Not Good,1.088270395,444,Preppy,"S, L, XL",S,Green,Negligible,51,Marie Claire,Julie Sariñana,Fall/Winter,Evening,Negative,Unknown,Negative
U9A9,35.9920458,Tommy Hilfiger,Footwear,Bad,1.094750363,170,Edgy,"M, L, XL",XL,Green,Low,33,Cosmopolitan,Kendall Jenner,Spring,Holiday,Negative,Neutral,Mixed
V1B7,76.35301867,Jigsaw,Jewelry,Very Good,4.807434762,266,Streetwear,"S, L, XL",S,Black,Negligible,59,Grazia,Negin Mirsalehi,Fall,Holiday,Mixed,Mixed,Mixed
S0T6,95.45451875,Ralph Lauren,Lingerie,Best,2.892847766,85,Formal,"S, L, XL",M,Black,Significant,36,W,Leandra Medine,Spring,Weekend,Neutral,Negative,Other
Q2L2,37.12907288,Tommy Hilfiger,Accessories,Not Good,2.469760679,255,Bohemian,"M, L, XL",L,Red,Above Average,32,Elle,Song of Style,Fall,Nighttime,Positive,Unknown,Negative
M1E7,40.47754769,Ted Baker,Jewelry,Very Bad,2.755270061,355,Vintage,"M, L, XL",XL,Green,Very Low,24,Grazia,Julie Sariñana,Winter,Daytime,Neutral,Positive,Mixed
Z8R4,87.57726079,Alexander McQueen,Jewelry,Not Good,3.725935539,482,Vintage,"S, M, L",S,Blue,Medium,46,W,Chiara Ferragni,Winter,Weekend,Negative,Unknown,Mixed
B7M3,73.34472255,Mulberry,Tops,Good,4.411128483,224,Glamorous,"M, L, XL",S,Green,Medium,35,InStyle,Song of Style,Spring,Daytime,Positive,Negative,Mixed
H9Z1,62.65974947,Calvin Klein,Jewelry,Bad,4.225717767,186,Edgy,"S, M, L",M,Black,Low,30,Elle,Leandra Medine,Fall,Weekend,Negative,Mixed,Unknown
I4V9,46.79115687,Burberry,Swimwear,Worst,1.240182073,221,Preppy,"M, L, XL",L,Green,Low,40,Cosmopolitan,Camila Coelho,Fall/Winter,Weekend,Mixed,Other,Positive
F3S3,79.91760644,Alexander McQueen,Accessories,Worst,3.676870637,65,Bohemian,"S, M, L",S,Black,Below Average,41,Harper's Bazaar,Song of Style,Summer,Weekend,Negative,Negative,Negative
I5T2,11.63443494,Ted Baker,Bottoms,Worst,3.432106019,96,Formal,"S, M, L",XL,Black,Average,27,W,Kendall Jenner,Spring,Weekend,Neutral,Other,Other
A3Y8,81.51306706,Calvin Klein,Bottoms,Very Bad,2.280540745,292,Sporty,"S, M, L",XL,Black,Medium,49,Glamour,Aimee Song,Winter,Evening,Negative,Neutral,Positive
B7M1,31.4096337,Burberry,Lingerie,Good,1.011688174,319,Minimalist,"S, M, L",M,Blue,Significant,35,Elle,Song of Style,Fall,Holiday,Unknown,Mixed,Positive
S2Z9,77.45106059,Tommy Hilfiger,Outerwear,Best,4.621004831,441,Bohemian,"S, M, L",L,Green,Significant,37,Marie Claire,Camila Coelho,Winter,Holiday,Unknown,Positive,Mixed
N3S6,69.45546772,Mulberry,Dresses,Very Good,3.956153446,104,Glamorous,"S, L, XL",M,Green,Very Low,30,Marie Claire,Kendall Jenner,Fall/Winter,Weekend,Negative,Positive,Positive
T6G9,94.32703938,Mulberry,Dresses,Very Good,4.641793446,373,Sporty,"S, L, XL",L,Black,Very Low,40,Fashionista,Song of Style,Fall,Holiday,Mixed,Other,Other
C7H3,57.15905821,Ralph Lauren,Jewelry,Good,1.61660519,431,Edgy,"S, L, XL",M,Green,Negligible,53,W,Aimee Song,Spring/Summer,Daytime,Negative,Negative,Positive
R3D4,14.30088094,Calvin Klein,Swimwear,Very Bad,1.580041728,354,Streetwear,"S, L, XL",M,Black,Very High,47,Marie Claire,Leandra Medine,Spring,Holiday,Mixed,Neutral,Positive
N1S2,76.89921068,Burberry,Activewear,Very Bad,4.896799477,138,Casual,"S, L, XL",S,Red,High,50,Harper's Bazaar,Olivia Palermo,Winter,Weekend,Unknown,Unknown,Neutral
E6W0,64.82502329,Tommy Hilfiger,Lingerie,Good,4.898225057,332,Bohemian,"M, L, XL",S,Blue,Above Average,57,Glamour,Kendall Jenner,Fall,Holiday,Neutral,Neutral,Mixed
D5S5,63.79285395,Ralph Lauren,Outerwear,Bad,1.010916849,361,Bohemian,"M, L, XL",M,Black,Below Average,22,W,Olivia Palermo,Spring/Summer,Evening,Positive,Negative,Mixed
J0E6,96.74241588,Burberry,Bottoms,Best,2.69833344,7,Streetwear,"M, L, XL",S,Red,Negligible,52,InStyle,Leandra Medine,Spring,Nighttime,Negative,Mixed,Negative
Q7Z5,66.25066115,Calvin Klein,Bottoms,Good,4.140433449,184,Sporty,"S, M, L",S,Red,Above Average,23,Fashionista,Song of Style,Spring/Summer,Evening,Neutral,Other,Positive
Y3U7,90.39491443,Burberry,Activewear,Bad,3.983858861,327,Vintage,"S, L, XL",XL,Blue,Average,21,Elle,Aimee Song,Summer,Evening,Negative,Mixed,Positive
